"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.slot0","Answer.TalkMore","Answer.comments","Answer.negative","Answer.positive","Answer.rhetorical","Approve","Reject"
"334ZEL5JX606B3YWWNRQ6U0L7EESOP","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","Create Interesting Dialogue","Produce utterances that dive into a topic in different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Thu May 11 00:08:50 PDT 2017","3","BatchId:2798932;OriginalHitTemplateId:920937336;","3600","1296000","Thu May 18 00:08:50 PDT 2017","","","36H9ULYP63GMS7070S4OFJW6504JFM","A1SZ98O1SZSBCP","Approved","Thu May 11 13:40:59 PDT 2017","Thu May 11 14:06:19 PDT 2017","Fri May 26 14:06:19 PDT 2017","Thu May 11 21:19:25 PDT 2017","","","1520","100% (5/5)","0% (0/0)","0% (0/0)","I love walking along the beach.","Living in a cooler climate with no beaches, I'm usually bored to death, but living near a beach would be like heaven on earth! I'd love to be able to walk along the beach any day.","NA","I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","If I lived in an area where there were beaches, I would walk along the beach every single day. I'd probably be there every morning to watch the sun rise.","Who doesn't love walking along the beach? If a person lives near a beach, why would he or she want to do anything other than walk along a quiet, refreshing, beautiful beach?"
"334ZEL5JX606B3YWWNRQ6U0L7EESOP","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","Create Interesting Dialogue","Produce utterances that dive into a topic in different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Thu May 11 00:08:50 PDT 2017","3","BatchId:2798932;OriginalHitTemplateId:920937336;","3600","1296000","Thu May 18 00:08:50 PDT 2017","","","3RYC5T2D74FFH88EM092T4W1HKSRPQ","A1R3MNDWBBDZ6L","Approved","Thu May 11 11:08:24 PDT 2017","Thu May 11 11:09:19 PDT 2017","Fri May 26 11:09:19 PDT 2017","Thu May 11 21:19:26 PDT 2017","","","55","100% (182/182)","100% (13/13)","0% (0/0)","I love walking along the beach.","Beaches are sandy paths to happiness.","no","Oh yeah, nothing like getting sand everywhere to brighten up my day.","Me too! I'd love to live in the desert, which is basically just a GIANT beach!","Who doesn't love walks on the beach?"
"334ZEL5JX606B3YWWNRQ6U0L7EESOP","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","Create Interesting Dialogue","Produce utterances that dive into a topic in different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Thu May 11 00:08:50 PDT 2017","3","BatchId:2798932;OriginalHitTemplateId:920937336;","3600","1296000","Thu May 18 00:08:50 PDT 2017","","","3SKRO2GZ72DQDCCHBEPFRWSPIAZK1O","A3K5YBCBVBM3RY","Approved","Thu May 11 07:15:48 PDT 2017","Thu May 11 07:25:39 PDT 2017","Fri May 26 07:25:39 PDT 2017","Thu May 11 21:19:25 PDT 2017","","","591","100% (7/7)","0% (0/0)","0% (0/0)","I love walking along the beach.","Walking in the park is the best and most affordable therapy for a lot sickness and laziness.","No.","Walking can be so enjoyable that it become addictive. I sometimes postpone my other duties to fulfill the goal I set for my daily walking.","Walking is such a relaxing exercise. Studies show that walking could well be the best activity which everyone can afford.","How could anyone to pay a big fat fee to use some walking machine, while you can walk for free in a beautiful park?"
"3RSBJ6YZECBX7YTAQ3RRZVH6IOKOF2","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","Create Interesting Dialogue","Produce utterances that dive into a topic in different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Thu May 11 00:08:50 PDT 2017","3","BatchId:2798932;OriginalHitTemplateId:920937336;","3600","1296000","Thu May 18 00:08:50 PDT 2017","","","31HQ4X3T3TW1R2TT9XG02XSDYC5SLC","A3OWGVIP4VYSPV","Approved","Thu May 11 10:45:48 PDT 2017","Thu May 11 10:47:26 PDT 2017","Fri May 26 10:47:26 PDT 2017","Thu May 11 21:19:27 PDT 2017","","","98","100% (39/39)","100% (17/17)","0% (0/0)","I belong to a local gym, and go to the SPIN classes.","They're like paying someone to tell you how to walk. Pointless.","no","I'm sure those spin bikes are so much different than any other bike that charging a bunch for them is justified.","Spinning is just riding an exercise bike, right? I have one at home. I don't want to pay to ride others elsewhere. It seems like having your own is much cheaper.","What do you think happened before spin classes?"
"3RSBJ6YZECBX7YTAQ3RRZVH6IOKOF2","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","Create Interesting Dialogue","Produce utterances that dive into a topic in different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Thu May 11 00:08:50 PDT 2017","3","BatchId:2798932;OriginalHitTemplateId:920937336;","3600","1296000","Thu May 18 00:08:50 PDT 2017","","","3HMVI3QICKELXH1YFTQ60470GQYY1P","A5N6QK76RTR7R","Approved","Thu May 11 09:16:52 PDT 2017","Thu May 11 10:04:09 PDT 2017","Fri May 26 10:04:09 PDT 2017","Thu May 11 21:19:26 PDT 2017","","","2837","100% (430/430)","100% (15/15)","0% (0/0)","I belong to a local gym, and go to the SPIN classes.","Spinning is as trendy as the new Jordan's.","NA","How do you like rocking out with the soccer moms?","That must be incredible!","Is there anyone who doesn't like being accused of having a slim waist?"
"3RSBJ6YZECBX7YTAQ3RRZVH6IOKOF2","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","Create Interesting Dialogue","Produce utterances that dive into a topic in different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Thu May 11 00:08:50 PDT 2017","3","BatchId:2798932;OriginalHitTemplateId:920937336;","3600","1296000","Thu May 18 00:08:50 PDT 2017","","","3PXX5PX6LYKLEXLN1K5F3U22ZAXABJ","AKHH4W14A6AN9","Approved","Thu May 11 07:41:20 PDT 2017","Thu May 11 07:49:35 PDT 2017","Fri May 26 07:49:35 PDT 2017","Thu May 11 21:19:26 PDT 2017","","","495","100% (8/8)","0% (0/0)","0% (0/0)","I belong to a local gym, and go to the SPIN classes.","SPIN class, like riding a bike to nowhere.","I like these!! I hope I'm doing them to your satisfaction!","Oh, you go tot he SPIN classes, huh? Yeah there's nothing that can work your legs like a spin class. Not even squats, the elliptical, running or anything else that's less strenuous.","Oh my gosh! I love SPIN classes! I go three mornings a week! I always get there early so I can sit right in front! It is my favorite work out!","Who doesn't like a good SPIN class? You can burn 700 calories in an hour."
"3NBFJK3IOH33LYP51NX9HGHIJ3KOG1","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","Create Interesting Dialogue","Produce utterances that dive into a topic in different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Thu May 11 00:08:50 PDT 2017","3","BatchId:2798932;OriginalHitTemplateId:920937336;","3600","1296000","Thu May 18 00:08:50 PDT 2017","","","338JKRMM27LV5AO91CFBP550UNTAHQ","A2UG4UPA15AGH6","Approved","Thu May 11 06:12:06 PDT 2017","Thu May 11 06:15:41 PDT 2017","Fri May 26 06:15:41 PDT 2017","Thu May 11 21:19:25 PDT 2017","","","215","100% (5/5)","0% (0/0)","0% (0/0)","I like to go mountain biking.","I like mountain bikes like a fat kid likes cake.","NA","I totally enjoy biking down a bumpy terrain while holding on for dear life and nearly dying.","Yeah, Mountain biking is the BEST THING in the WHOLE WORLD.","OF COURSE YOU LIKE IT!, Do frogs bump their bumps on the ground when they hop?"
"3NBFJK3IOH33LYP51NX9HGHIJ3KOG1","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","Create Interesting Dialogue","Produce utterances that dive into a topic in different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Thu May 11 00:08:50 PDT 2017","3","BatchId:2798932;OriginalHitTemplateId:920937336;","3600","1296000","Thu May 18 00:08:50 PDT 2017","","","39OWYR0EPLDCNWV6MS5RP6BUHZUYF1","A22NOME8P61FM4","Approved","Thu May 11 08:09:53 PDT 2017","Thu May 11 08:56:12 PDT 2017","Fri May 26 08:56:12 PDT 2017","Thu May 11 21:19:25 PDT 2017","","","2779","100% (36/36)","0% (0/0)","0% (0/0)","I like to go mountain biking.","Mountain biking is kind of like going on a roller coaster without restraints and you're the operator.","na","Yeah I love mountain biking, the peaceful surroundings, no physical endurance needed, add on to the fact that you get to dress in silly tights and wear uncomfortable helmets.","As a matter of fact mountain biking is my favorite thing in the entire world, without mountain biking as an outlet I would absolutely be a mess of a human being.","Oh yeah who doesn't love the possibility of falling off a huge cliff?"
"3NBFJK3IOH33LYP51NX9HGHIJ3KOG1","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","Create Interesting Dialogue","Produce utterances that dive into a topic in different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Thu May 11 00:08:50 PDT 2017","3","BatchId:2798932;OriginalHitTemplateId:920937336;","3600","1296000","Thu May 18 00:08:50 PDT 2017","","","3TS1AR6UQR0T8CZ5ZJFRCTRXD0MF7I","A1R3MNDWBBDZ6L","Approved","Thu May 11 08:12:34 PDT 2017","Thu May 11 08:13:55 PDT 2017","Fri May 26 08:13:55 PDT 2017","Thu May 11 21:19:26 PDT 2017","","","81","100% (182/182)","100% (13/13)","0% (0/0)","I like to go mountain biking.","A bike's like a car with no engine.","no","Oh yeah, my favorite part of mountain biking is the flat and easy terrain.","I mountain bike all the time! I should trade my car in and just bike everywhere!","Who doesn't love to put the pedal to the meddle?"
"3VADEH0UHCIOW3AXBN45VU5BHJASP6","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","Create Interesting Dialogue","Produce utterances that dive into a topic in different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Thu May 11 00:08:50 PDT 2017","3","BatchId:2798932;OriginalHitTemplateId:920937336;","3600","1296000","Thu May 18 00:08:50 PDT 2017","","","3NQL1CS15SU1JTHWM7AV7SEG5UOVYU","AMUV60QYHNUR3","Approved","Thu May 11 10:00:41 PDT 2017","Thu May 11 10:46:29 PDT 2017","Fri May 26 10:46:29 PDT 2017","Thu May 11 21:19:27 PDT 2017","","","2748","100% (10/10)","0% (0/0)","0% (0/0)","Browsing a digital collection of music is just not the same as browsing a collection of records or CDs.","Looking through digital music is kind of the same as looking at a juke box, but different.","","Flipping through a huge list of music, you don't really look at any of it.","I know you don't get to pick up an album and smell the dusty covers.","I wonder who decided digital was best?"
