"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.HITTYPE_ID_level1","Input.HITTYPE_ID_level2","Input.WORKER_ID_level1","Input.WORKER_ID_level2","Input.Dialogueacts_level1","Input.Dialogueacts_level2","Input.slot0","Input.slot1","Input.slot2","Answer.change","Answer.comments","Answer.continuation","Answer.elaboration","Answer.joking_sarcastic","Approve","Reject"
"35O6H0UNLS1R4Q9O4EMD5N97W3NJ5U","3NN44GVSBIJT5CKVWCJ0E21WYEFFGW","Continue the Conversation Step 1","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Fri May 19 15:17:51 PDT 2017","3","BatchId:2809488;OriginalHitTemplateId:920937336;","3600","1296000","Fri May 26 15:17:51 PDT 2017","","","3C5W7UE9CGCTT1XD3JN21IOUGGJXMK","A214JTAHTAWUKA","Approved","Fri May 19 15:37:48 PDT 2017","Fri May 19 15:48:50 PDT 2017","Sat Jun 03 15:48:50 PDT 2017","Sun May 21 20:26:33 PDT 2017","","","662","100% (78/78)","100% (46/46)","0% (0/0)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","A1SZ98O1SZSBCP","A1NIKHUA79SWGD","Answer.negative","Answer.change","I love walking along the beach.","I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Speaking of the beach, I love skinny dipping. It's so fun, if you don't get caught. Have you ever been skinny dipping? It doesn't have to be at the beach. Could be a pool or anywhere. Have you done it?","Do you think it is trespassing if at some point they said you could swim there? Like the neighbor said, ""Hey come swimming this weekend"", just the time you went they did not know?","some of these are hard to elberotate","The beach is a really nice place to be reminded of visiting. Skinny dipping? Like naked? Not in public.","I have in a pool before, I did not get caught skinny dipping though.  I was in a pool.","I may have went skinny dipping in some one elses pool."
"35O6H0UNLS1R4Q9O4EMD5N97W3NJ5U","3NN44GVSBIJT5CKVWCJ0E21WYEFFGW","Continue the Conversation Step 1","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Fri May 19 15:17:51 PDT 2017","3","BatchId:2809488;OriginalHitTemplateId:920937336;","3600","1296000","Fri May 26 15:17:51 PDT 2017","","","3OS46CRSLGLZ097QGOF3O1UNA6R6VD","A2ZOM62DKMSWDK","Approved","Fri May 19 19:54:19 PDT 2017","Fri May 19 19:58:24 PDT 2017","Sat Jun 03 19:58:24 PDT 2017","Sun May 21 20:26:33 PDT 2017","","","245","100% (26/26)","100% (10/10)","0% (0/0)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","A1SZ98O1SZSBCP","A1NIKHUA79SWGD","Answer.negative","Answer.change","I love walking along the beach.","I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Speaking of the beach, I love skinny dipping. It's so fun, if you don't get caught. Have you ever been skinny dipping? It doesn't have to be at the beach. Could be a pool or anywhere. Have you done it?","Now what about streaking? If you like to get naked, it doesn't have to be in the water.","Fun, fun, fun!","I like to skinny dip when there's no one around. Does that count? Or do you have to do it when there are other people with you?","I have to be with people I really trust. I like to go way out into a lake, where you can't touch the bottom, and take off my swimsuit. The water all over, with no cloth in between it and my body, is really sensuous.","I always worry about what I'd do if I got so carried away I let go of my bathing suit! Or if a fish comes up and nibbles my privates. Neither of those has happened yet."
"35O6H0UNLS1R4Q9O4EMD5N97W3NJ5U","3NN44GVSBIJT5CKVWCJ0E21WYEFFGW","Continue the Conversation Step 1","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Fri May 19 15:17:51 PDT 2017","3","BatchId:2809488;OriginalHitTemplateId:920937336;","3600","1296000","Fri May 26 15:17:51 PDT 2017","","","3SITXWYCNWVXAATGCUXTN2D04JRXBB","AE3CVK2OYA242","Approved","Sat May 20 05:13:32 PDT 2017","Sat May 20 05:17:10 PDT 2017","Sun Jun 04 05:17:10 PDT 2017","Sun May 21 20:26:34 PDT 2017","","","218","100% (29/29)","100% (19/19)","0% (0/0)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","A1SZ98O1SZSBCP","A1NIKHUA79SWGD","Answer.negative","Answer.change","I love walking along the beach.","I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Speaking of the beach, I love skinny dipping. It's so fun, if you don't get caught. Have you ever been skinny dipping? It doesn't have to be at the beach. Could be a pool or anywhere. Have you done it?","I like swimming in a pool most. I grew up with pools and have spent a lot of time in them.","no","I have. It's lots of fun, especially with a partner. Though it's more fun in a pool.","I like swimming because of how free you can feel.","I just don't like the ocean because I don't want to get bitten by anything on my undercarage."
"389A2A304O3515HHXGZF1O0LPB3C0O","3NN44GVSBIJT5CKVWCJ0E21WYEFFGW","Continue the Conversation Step 1","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Fri May 19 15:17:51 PDT 2017","3","BatchId:2809488;OriginalHitTemplateId:920937336;","3600","1296000","Fri May 26 15:17:51 PDT 2017","","","34S9DKFK74BOBO8NKGO4XBK3NE3NY0","A2C27YTQSQ1GXS","Approved","Sat May 20 07:12:07 PDT 2017","Sat May 20 07:20:08 PDT 2017","Sun Jun 04 07:20:08 PDT 2017","Sun May 21 20:26:35 PDT 2017","","","481","100% (24/24)","0% (0/0)","0% (0/0)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","A1SZ98O1SZSBCP","A1NIKHUA79SWGD","Answer.negative","Answer.comments","I love walking along the beach.","I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","On the plus side, you do get to bring back the smell of the beach with you, at least for a little while. So that's nice while it lasts. It's a more pleasant reminder of the good times you had that day.","Do you know where we could go to get good chilli dogs","Na","I love the smell of the beach","The smell of the beach reminds me of back home in florida","Just make sure you wash your car after to get the smell out"
"389A2A304O3515HHXGZF1O0LPB3C0O","3NN44GVSBIJT5CKVWCJ0E21WYEFFGW","Continue the Conversation Step 1","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Fri May 19 15:17:51 PDT 2017","3","BatchId:2809488;OriginalHitTemplateId:920937336;","3600","1296000","Fri May 26 15:17:51 PDT 2017","","","3KGTPGBS6Y7B5TZPOWTV22BSGUX2UK","A3PB0KSWXYUEAY","Approved","Fri May 19 17:05:39 PDT 2017","Fri May 19 17:19:55 PDT 2017","Sat Jun 03 17:19:55 PDT 2017","Sun May 21 20:26:35 PDT 2017","","","856","100% (64/64)","100% (29/29)","0% (0/0)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","A1SZ98O1SZSBCP","A1NIKHUA79SWGD","Answer.negative","Answer.comments","I love walking along the beach.","I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","On the plus side, you do get to bring back the smell of the beach with you, at least for a little while. So that's nice while it lasts. It's a more pleasant reminder of the good times you had that day.","Well at least you got to do some meditation at the beach.","n.a","Yeah unless you got stung by a Jellyfish like I did last time I went to the beach.","Oh wow, did it hurt when you got stung?","What do you think? It was so painful I had to lie down for fifteen minutes and concentrate on breathing."
"389A2A304O3515HHXGZF1O0LPB3C0O","3NN44GVSBIJT5CKVWCJ0E21WYEFFGW","Continue the Conversation Step 1","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Fri May 19 15:17:51 PDT 2017","3","BatchId:2809488;OriginalHitTemplateId:920937336;","3600","1296000","Fri May 26 15:17:51 PDT 2017","","","3PXX5PX6LYKLEXLN1K5F3U223YJABL","AE3CVK2OYA242","Approved","Sat May 20 05:19:40 PDT 2017","Sat May 20 05:21:10 PDT 2017","Sun Jun 04 05:21:10 PDT 2017","Sun May 21 20:26:35 PDT 2017","","","90","100% (29/29)","100% (19/19)","0% (0/0)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","A1SZ98O1SZSBCP","A1NIKHUA79SWGD","Answer.negative","Answer.comments","I love walking along the beach.","I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","On the plus side, you do get to bring back the smell of the beach with you, at least for a little while. So that's nice while it lasts. It's a more pleasant reminder of the good times you had that day.","My favorite sunscreen is coppertone. Banana boat smells fake to me.","no","The smell of the beach is wonderful. Especially with sunscreen like coppertone.","I don't like the way my skin feels after being at the beach though. Your skin feels all stiff from the salt.","I hate sand though. It gets into all of your cracks."
"3AFT28WXLFNHHPV0RBXC2SUY0J3OIS","3NN44GVSBIJT5CKVWCJ0E21WYEFFGW","Continue the Conversation Step 1","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Fri May 19 15:17:51 PDT 2017","3","BatchId:2809488;OriginalHitTemplateId:920937336;","3600","1296000","Fri May 26 15:17:51 PDT 2017","","","37U1UTWH9W8UBG9X0J7R7I1BVWY8R4","AE3CVK2OYA242","Approved","Sat May 20 11:30:03 PDT 2017","Sat May 20 11:31:50 PDT 2017","Sun Jun 04 11:31:50 PDT 2017","Sun May 21 20:26:35 PDT 2017","","","107","100% (29/29)","100% (19/19)","0% (0/0)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","A1SZ98O1SZSBCP","A1NIKHUA79SWGD","Answer.negative","Answer.continuation","I love walking along the beach.","I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","I mean, I do love the beach too, seriously, but cleaning out your car afterwards is a pain. That sand has a way of getting down in between your seats, and in tiny cracks that are hard to clean out. Not to be a pessimist or anything, though! The beach is nice, seriously. Just don't like when you leave!","My favorite activity after going to the beach is to take a long hot bath. Though I don't get the opportunity often, there's something relaxing about baths.","no","I agree. I hate leaving the beach as well. Not only do you have the thought of a fun time that's now over, you've got a hole bunch of cleaning up to do.","And the way that it gets into your ears and eyes. Nothing takes longer than a post beach shower.","It's like you're wearing a beach by the time you get home."
"3AFT28WXLFNHHPV0RBXC2SUY0J3OIS","3NN44GVSBIJT5CKVWCJ0E21WYEFFGW","Continue the Conversation Step 1","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Fri May 19 15:17:51 PDT 2017","3","BatchId:2809488;OriginalHitTemplateId:920937336;","3600","1296000","Fri May 26 15:17:51 PDT 2017","","","3C44YUNSI2BLGYP94ZEIOFFX550DPG","A8MFZOKZ7DV0X","Approved","Sat May 20 08:17:11 PDT 2017","Sat May 20 08:21:10 PDT 2017","Sun Jun 04 08:21:10 PDT 2017","Sun May 21 20:26:36 PDT 2017","","","239","100% (18/18)","100% (1/1)","0% (0/0)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","A1SZ98O1SZSBCP","A1NIKHUA79SWGD","Answer.negative","Answer.continuation","I love walking along the beach.","I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","I mean, I do love the beach too, seriously, but cleaning out your car afterwards is a pain. That sand has a way of getting down in between your seats, and in tiny cracks that are hard to clean out. Not to be a pessimist or anything, though! The beach is nice, seriously. Just don't like when you leave!","I've been thinking about Vacation this year, do you plan on taking one? If so, where you going?","NA","Yes, it can be a pain. That's one of the most annoying things ever.","I remember two years ago we went to Virginia Beach, and we had sand in our car for six months after that.","I thought we brought half the beach back with us."
"3AFT28WXLFNHHPV0RBXC2SUY0J3OIS","3NN44GVSBIJT5CKVWCJ0E21WYEFFGW","Continue the Conversation Step 1","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Fri May 19 15:17:51 PDT 2017","3","BatchId:2809488;OriginalHitTemplateId:920937336;","3600","1296000","Fri May 26 15:17:51 PDT 2017","","","3P1L2B7AD2BMTA102GZRISIC49AOLU","A18SEIIWQWLKHT","Approved","Sat May 20 10:21:53 PDT 2017","Sat May 20 10:23:51 PDT 2017","Sun Jun 04 10:23:51 PDT 2017","Sun May 21 20:26:36 PDT 2017","","","118","100% (83/83)","100% (18/18)","0% (0/0)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","A1SZ98O1SZSBCP","A1NIKHUA79SWGD","Answer.negative","Answer.continuation","I love walking along the beach.","I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","I mean, I do love the beach too, seriously, but cleaning out your car afterwards is a pain. That sand has a way of getting down in between your seats, and in tiny cracks that are hard to clean out. Not to be a pessimist or anything, though! The beach is nice, seriously. Just don't like when you leave!","Yeah but speaking of sand, there's something so comforting about it. It reminds me of visiting Florida to see my grandma as a kid.","No","I completely understand, it is a total pain. Especially if your kids join you!","Right, there's nothing fun about cleaning out the car after the beach, but maybe it'd be a good idea to rinse off as best as we can before getting in and lay down towels over the seats?","Yeah, no, you're not being a pessimist at all by complaining nonstop."
"3F6045TU7D9LZ1YRLS8HS906MUU99G","3NN44GVSBIJT5CKVWCJ0E21WYEFFGW","Continue the Conversation Step 1","Imagine continuing the conversation in four (4) different ways","dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports","$0.25","Fri May 19 15:17:51 PDT 2017","3","BatchId:2809488;OriginalHitTemplateId:920937336;","3600","1296000","Fri May 26 15:17:51 PDT 2017","","","3F6KKYWMNCNLDDDWOK1QKQA25QWDNH","AE3CVK2OYA242","Approved","Sat May 20 06:34:52 PDT 2017","Sat May 20 06:36:54 PDT 2017","Sun Jun 04 06:36:54 PDT 2017","Sun May 21 20:26:36 PDT 2017","","","122","100% (29/29)","100% (19/19)","0% (0/0)","3FSCUW4D3155ZMY8XWDGAF3EBF2SSB","30MUBYSPBOO7B3L0SN4EJTC4ULRSKW","A1SZ98O1SZSBCP","A1NIKHUA79SWGD","Answer.negative","Answer.elaboration","I love walking along the beach.","I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","The moment I drove back, and opened the car door after getting home sand just started pouring out, castles and all. There were even a few crabs, and some fish. Water and all. I'm sure I must've brought back at least a quarter of the beach with me. On the plus side, now I no longer have to go out to go to the beach. I just open the front door.","Traveling to the desert has quite a similar problem. The sand gets into everything.","no","The way that the salt eats away at your car and all the cleaning you have to do of the seats and the carpets makes you wonder.","You even find sand in your ears! By the time you've beaten half the Atlantic out of your bag the beach doesn't seem like such a good idea.","At least if you brought the fish with you you got to have some sushi."
